"x","y","sample number","angle","30:23:03:87:17:98#WIFI-RTT","30:23:03:87:17:99#WIFI-RTT","30:23:03:87:17:9a#WIFI-RTT","58:cb:52:d7:b5:5d#WIFI-RTT","58:cb:52:d7:b5:31#WIFI-RTT","30:23:03:87:19:6e#WIFI-RTT","30:23:03:87:19:6d#WIFI-RTT","58:cb:52:d7:b4:d9#WIFI-RTT","30:23:03:87:19:6c#WIFI-RTT","58:cb:52:d7:bb:61#WIFI-RTT","30:23:03:87:17:80#WIFI-RTT","58:cb:52:d7:ad:ac#WIFI-RTT","30:23:03:87:17:81#WIFI-RTT","30:23:03:87:17:82#WIFI-RTT"
"6.0","0.0","2998","1.0","22.689","17.579","19.806","4.778","0.976","9.039","8.307","17.97","11.829","18.626","14.629","-100.0","9.546","11.808","-100.0"
"6.0","0.0","2999","1.0","22.455","17.732","20.055","4.691","0.898","8.995","8.279","18.033","12.454","18.576","14.479","-100.0","9.541","11.275","-100.0"
"8.0","0.0","3000","0.0","20.417","17.691","16.998","6.548","-0.823","8.658","9.305","17.686","9.433","19.564","13.305","-100.0","10.126","11.207","-100.0"
"8.0","0.0","3001","0.0","-100.0","17.452","18.346","6.37","-0.703","8.6","7.898","18.107","10.717","19.426","14.329","-100.0","10.182","11.251","-100.0"
"8.0","0.0","3002","0.0","18.93","17.804","18.697","6.392","-0.823","8.776","8.709","18.348","10.567","19.445","13.417","-100.0","10.066","10.812","-100.0"
"8.0","0.0","3003","0.0","-100.0","17.766","18.619","6.526","-0.823","17.433","8.601","18.236","-100.0","19.283","16.504","-100.0","10.399","11.427","-100.0"
"8.0","0.0","3004","0.0","19.629","17.773","18.56","6.47","-0.872","17.33","8.627","18.351","9.63","19.361","16.342","-100.0","10.427","10.753","-100.0"
"8.0","0.0","3005","0.0","-100.0","17.723","18.502","6.389","-0.841","17.096","8.686","18.151","9.33","19.337","15.067","-100.0","10.205","10.826","-100.0"
"8.0","0.0","3006","0.0","18.692","17.773","18.346","5.275","-0.779","17.872","8.627","18.28","9.63","19.305","15.414","-100.0","10.258","10.9","-100.0"
"8.0","0.0","3007","0.0","-100.0","17.761","18.697","5.654","-0.755","17.579","8.569","18.498","9.942","19.403","-100.0","-100.0","10.362","10.943","-100.0"
"8.0","0.0","3008","0.0","19.042","17.848","18.424","5.272","-0.788","17.33","8.632","18.386","9.901","19.281","14.364","-100.0","10.376","11.954","-100.0"
"8.0","0.0","3009","0.0","19.467","17.732","18.482","6.479","-0.809","17.931","8.634","18.423","9.48","19.342","14.823","-100.0","10.214","11.691","-100.0"
"8.0","0.0","3010","0.0","18.529","17.685","18.346","5.19","-0.813","18.473","8.601","18.392","9.792","19.461","15.405","-100.0","10.479","10.885","-100.0"
"8.0","0.0","3011","0.0","19.005","17.81","18.404","5.333","-0.791","8.937","8.714","18.461","-100.0","19.417","14.779","-100.0","10.413","10.87","-100.0"
"8.0","0.0","3012","0.0","18.855","17.723","18.6","5.19","-0.841","18.421","8.62","18.392","9.63","19.396","14.955","-100.0","10.397","11.222","-100.0"
"8.0","0.0","3013","0.0","19.867","17.729","18.795","5.071","-0.898","18.502","8.571","18.456","9.792","19.452","15.189","-100.0","10.268","11.471","-100.0"
"8.0","0.0","3014","0.0","18.379","17.848","18.482","5.155","-0.791","17.696","8.538","18.464","9.942","19.363","15.301","-100.0","10.237","11.266","-100.0"
"8.0","0.0","3015","0.0","18.692","17.729","18.521","5.303","-0.826","17.901","8.517","18.192","10.092","19.426","15.414","-100.0","10.176","11.749","-100.0"
"8.0","0.0","3016","0.0","19.642","17.701","18.546","5.54","-0.816","17.872","8.508","18.467","10.023","19.389","15.058","-100.0","10.27","12.232","-100.0"
"8.0","0.0","3017","0.0","18.705","17.685","18.59","5.071","-0.867","18.839","8.653","18.301","9.63","19.281","14.942","-100.0","10.427","11.163","-100.0"
"8.0","0.0","3018","0.0","19.317","17.723","18.619","5.158","-0.844","18.092","8.512","-100.0","-100.0","19.311","15.423","-100.0","10.331","11.192","-100.0"
"8.0","0.0","3019","0.0","19.167","17.654","18.482","6.013","-0.751","17.872","8.648","18.436","9.942","19.401","15.18","-100.0","10.294","12.076","-100.0"
"8.0","0.0","3020","0.0","18.855","17.804","18.424","6.445","-0.86","17.418","8.576","18.236","10.023","19.365","15.067","-100.0","10.387","11.017","-100.0"
"8.0","0.0","3021","0.0","19.005","17.688","18.502","6.421","-0.894","17.813","8.538","18.314","9.954","19.251","15.18","-100.0","10.237","12.623","-100.0"
"8.0","0.0","3022","0.0","18.808","17.763","18.756","5.626","-0.86","17.462","8.623","18.273","9.911","19.454","14.945","-100.0","10.179","11.764","-100.0"
"8.0","0.0","3023","0.0","16.042","17.81","18.404","6.423","-0.898","17.535","8.543","18.314","10.023","19.368","15.18","-100.0","10.303","11.031","-100.0"
"8.0","0.0","3024","0.0","18.379","17.763","18.404","5.952","-0.748","17.535","8.658","18.355","9.555","19.337","15.729","-100.0","10.397","10.987","-100.0"
"8.0","0.0","3025","0.0","19.155","17.763","18.639","5.924","-0.791","17.608","8.571","18.304","9.642","19.431","16.029","-100.0","10.333","11.207","-100.0"
"8.0","0.0","3026","0.0","19.164","17.804","18.365","6.486","-0.779","17.447","8.566","18.314","9.792","19.335","16.005","-100.0","10.413","10.855","-100.0"
"8.0","0.0","3027","0.0","19.317","17.763","18.424","6.354","-0.826","17.491","8.601","18.229","9.792","19.37","15.255","-100.0","10.357","11.92","-100.0"
"8.0","0.0","3028","0.0","19.792","17.794","18.502","6.442","-0.87","17.506","8.571","18.414","9.942","19.305","15.658","-100.0","10.176","11.002","-100.0"
"8.0","0.0","3029","0.0","18.067","17.791","18.873","5.244","-0.826","18.912","8.601","18.314","9.78","19.363","15.892","-100.0","10.331","12.408","-100.0"
"8.0","0.0","3030","0.0","18.542","17.735","18.463","5.303","-0.87","17.184","8.744","18.436","9.208","19.335","14.486","-100.0","10.228","11.881","-100.0"
"8.0","0.0","3031","0.0","18.855","17.766","18.541","5.045","-0.819","17.227","8.683","18.467","9.792","19.307","15.761","-100.0","10.28","12.213","-100.0"
"8.0","0.0","3032","0.0","18.217","17.729","18.463","5.097","-0.882","17.594","8.662","18.273","9.942","19.424","15.414","-100.0","10.479","11.222","-100.0"
"8.0","0.0","3033","0.0","18.379","17.729","18.365","5.045","-0.788","17.711","8.625","18.511","9.642","19.337","14.945","-100.0","10.24","11.075","-100.0"
"8.0","0.0","3034","0.0","19.511","17.729","18.639","5.65","-0.846","17.799","8.571","18.467","18.217","19.34","15.405","-100.0","10.284","12.115","-100.0"
"8.0","0.0","3035","0.0","19.317","17.82","18.834","5.242","-0.994","18.282","8.597","18.311","9.942","19.483","15.648","-100.0","10.273","11.266","-100.0"
"8.0","0.0","3036","0.0","18.855","17.701","18.775","5.066","-0.829","17.74","8.627","18.279","10.254","19.492","15.405","-100.0","10.237","11.485","-100.0"
"8.0","0.0","3037","0.0","19.005","17.735","18.385","5.221","-0.841","17.901","8.578","18.351","9.33","19.372","-100.0","-100.0","10.254","12.33","-100.0"
"8.0","0.0","3038","0.0","18.461","17.726","18.404","5.565","-0.823","17.638","8.606","18.476","10.254","19.311","15.18","-100.0","10.301","10.826","-100.0"
"8.0","0.0","3039","0.0","19.276","17.654","18.541","5.134","-0.869","17.564","8.63","18.267","10.104","19.251","15.536","-100.0","10.333","11.881","-100.0"
"8.0","0.0","3040","0.0","18.705","17.851","18.287","5.282","-0.874","17.696","8.573","18.402","9.954","19.368","15.405","-100.0","10.458","11.353","-100.0"
"8.0","0.0","3041","0.0","18.339","17.766","18.502","5.214","-0.795","17.608","8.627","18.317","9.555","19.335","15.892","-100.0","10.312","11.725","-100.0"
"8.0","0.0","3042","0.0","18.855","17.81","18.424","5.158","-0.898","17.462","8.515","18.308","9.942","19.311","15.414","-100.0","10.371","11.9","-100.0"
"8.0","0.0","3043","0.0","19.479","17.773","18.795","5.101","-0.895","17.418","8.683","18.304","9.942","19.52","15.255","-100.0","10.24","10.753","-100.0"
"8.0","0.0","3044","0.0","16.23","17.616","18.385","5.092","-0.713","17.359","8.489","18.389","-100.0","19.365","15.414","-100.0","10.186","12.037","-100.0"
"8.0","0.0","3045","0.0","19.017","17.81","18.58","5.162","-0.866","17.506","8.651","18.386","10.023","19.424","15.255","-100.0","10.362","11.705","-100.0"
"8.0","0.0","3046","0.0","18.379","17.813","18.775","5.015","-0.872","17.374","8.673","18.304","9.63","19.424","15.526","-100.0","10.376","11.397","-100.0"
"8.0","0.0","3047","0.0","19.005","17.694","18.443","5.155","-0.87","9.142","8.566","18.314","9.942","19.49","16.192","-100.0","10.333","10.914","-100.0"
"8.0","0.0","3048","0.0","19.173","17.773","18.385","5.16","-0.788","17.271","8.637","18.317","9.942","19.311","15.77","-100.0","10.338","11.002","-100.0"
"8.0","0.0","3049","0.0","-100.0","17.726","18.6","5.066","-0.813","17.477","8.576","18.276","9.942","19.389","15.639","-100.0","10.427","10.812","-100.0"
"8.0","0.0","3050","1.0","18.705","18.473","18.58","6.511","-0.757","13.155","8.085","19.74","12.489","19.126","10.258","-100.0","10.922","10.943","-100.0"
"8.0","0.0","3051","1.0","20.567","18.352","18.932","6.486","-0.499","14.899","11.526","20.54","11.073","18.96","14.792","-100.0","12.454","11.69","-100.0"
"8.0","0.0","3052","1.0","21.192","18.352","18.736","6.554","-0.588","15.484","11.205","20.415","11.667","18.955","-100.0","-100.0","-100.0","12.303","-100.0"
"8.0","0.0","3053","1.0","20.805","18.382","18.932","6.829","-0.673","15.67","11.876","20.591","11.898","18.933","13.067","-100.0","11.445","11.705","-100.0"
"8.0","0.0","3054","1.0","21.192","18.436","18.951","6.386","-0.513","15.83","11.763","20.383","12.292","18.939","13.542","-100.0","11.383","10.885","-100.0"
"8.0","0.0","3055","1.0","21.048","18.328","18.736","6.476","-0.619","16.457","11.819","20.385","11.355","18.939","13.07","-100.0","11.339","12.186","-100.0"
"8.0","0.0","3056","1.0","20.917","18.502","18.814","6.448","-0.478","15.533","11.789","20.474","11.947","18.955","13.651","-100.0","11.416","12.306","-100.0"
"8.0","0.0","3057","1.0","20.917","18.33","18.775","6.283","-0.403","15.982","11.182","20.362","11.979","18.895","13.38","-100.0","11.611","10.899","-100.0"
"8.0","0.0","3058","1.0","21.204","18.41","18.834","6.404","-0.544","15.299","11.798","20.181","11.898","19.047","13.305","-100.0","11.323","12.209","-100.0"
"8.0","0.0","3059","1.0","19.467","18.436","18.678","6.445","-0.455","15.675","11.761","20.352","10.961","19.014","12.592","-100.0","11.452","11.617","-100.0"
"8.0","0.0","3060","1.0","19.633","18.328","18.814","6.517","-0.544","15.357","11.787","20.361","11.664","18.986","13.07","-100.0","11.442","12.086","-100.0"
"8.0","0.0","3061","1.0","21.192","18.302","18.873","6.442","-0.696","15.357","11.826","20.242","12.255","18.958","13.305","-100.0","11.409","10.592","-100.0"
"8.0","0.0","3062","1.0","20.805","18.38","18.971","6.404","-0.666","14.605","11.208","20.193","-100.0","19.044","12.836","-100.0","11.348","12.033","-100.0"
"8.0","0.0","3063","1.0","20.223","18.321","18.814","6.326","-0.455","15.309","11.822","20.179","11.195","19.014","13.067","-100.0","11.48","10.987","-100.0"
"8.0","0.0","3064","1.0","21.192","18.384","18.678","6.395","-0.403","14.898","11.876","20.226","11.317","18.936","13.305","-100.0","11.47","11.077","-100.0"
"8.0","0.0","3065","1.0","21.354","18.384","18.892","6.473","-0.366","15.416","11.911","20.186","11.43","18.93","12.592","-100.0","11.351","10.662","-100.0"
"8.0","0.0","3066","1.0","20.561","18.323","18.99","6.398","-0.694","15.064","11.791","20.221","12.129","18.958","10.879","-100.0","11.266","-100.0","-100.0"
"8.0","0.0","3067","1.0","20.805","18.361","18.814","6.323","-0.698","15.338","11.817","20.16","11.317","18.976","10.961","-100.0","11.508","12.127","-100.0"
"8.0","0.0","3068","1.0","20.88","18.41","18.892","6.367","-0.48","15.338","11.817","20.008","11.551","18.976","10.483","-100.0","11.248","11.637","-100.0"
"8.0","0.0","3069","1.0","20.917","18.382","18.736","6.276","-0.691","15.494","11.843","20.247","11.898","18.936","11.073","-100.0","11.473","11.787","-100.0"
"8.0","0.0","3070","1.0","19.479","18.38","18.814","6.367","-0.537","16.041","11.838","20.277","-100.0","18.979","11.551","-100.0","11.379","12.364","-100.0"
"8.0","0.0","3071","1.0","20.567","18.506","18.814","6.398","-0.572","15.924","11.754","20.277","11.317","18.976","11.192","-100.0","11.407","11.096","-100.0"
"8.0","0.0","3072","1.0","21.354","18.326","18.853","6.32","-0.52","14.723","11.735","20.275","10.961","18.99","11.667","-100.0","11.058","11.605","-100.0"
"8.0","0.0","3073","1.0","20.805","18.464","18.717","6.355","-0.645","15.56","11.294","20.272","11.664","19.014","11.664","-100.0","11.445","11.891","-100.0"
"8.0","0.0","3074","1.0","20.567","18.354","18.931","6.279","-0.403","15.426","11.845","20.267","12.133","19.014","12.48","-100.0","11.475","11.09","-100.0"
"8.0","0.0","3075","1.0","20.101","18.523","18.717","6.742","-0.673","14.947","11.766","20.479","11.829","18.976","10.961","-100.0","11.566","12.689","-100.0"
"8.0","0.0","3076","1.0","20.567","18.38","18.717","6.817","-0.403","15.016","11.262","20.505","-100.0","19.007","10.579","-100.0","11.536","11.744","-100.0"
"8.0","0.0","3077","1.0","20.73","18.354","18.99","6.517","-0.75","15.064","11.231","20.427","11.979","18.981","12.011","-100.0","11.416","11.655","-100.0"
"8.0","0.0","3078","1.0","20.458","18.354","18.795","6.661","-0.513","14.752","11.255","20.505","11.979","18.958","11.898","-100.0","11.503","11.031","-100.0"
"8.0","0.0","3079","1.0","20.917","18.323","19.088","6.323","-0.565","13.463","11.634","20.333","11.205","19.014","11.908","-100.0","11.381","11.623","-100.0"
"8.0","0.0","3080","1.0","21.192","18.387","18.873","6.236","-0.544","14.186","11.669","20.42","11.551","18.988","13.542","-100.0","11.536","12.604","-100.0"
"8.0","0.0","3081","1.0","20.58","18.387","18.81","6.354","-0.666","14.576","11.735","20.272","11.551","18.979","12.948","-100.0","11.452","12.35","-100.0"
"8.0","0.0","3082","1.0","20.104","18.326","18.932","6.473","-0.645","15.221","11.262","20.397","11.308","18.939","13.192","-100.0","11.442","10.994","-100.0"
"8.0","0.0","3083","1.0","20.926","18.358","18.717","6.551","-0.572","14.85","11.744","20.308","-100.0","18.901","13.07","-100.0","11.234","11.852","-100.0"
"8.0","0.0","3084","1.0","20.567","18.41","18.736","6.392","-0.403","15.514","10.699","20.249","11.186","19.016","11.898","-100.0","11.259","12.936","-100.0"
"8.0","0.0","3085","1.0","21.273","18.382","18.931","6.483","-0.497","15.826","11.728","20.366","11.776","18.942","13.183","-100.0","11.292","11.207","-100.0"
"8.0","0.0","3086","1.0","-100.0","18.387","18.756","6.517","-0.785","14.957","11.651","20.443","11.186","18.983","12.367","-100.0","11.445","12.033","-100.0"
"8.0","0.0","3087","1.0","20.88","18.291","18.99","6.311","-0.729","15.713","11.74","20.448","11.786","-100.0","-100.0","-100.0","11.416","11.271","-100.0"
"8.0","0.0","3088","1.0","20.892","18.41","18.931","6.473","-0.544","15.69","11.726","20.364","11.195","19.016","12.367","-100.0","11.114","11.52","-100.0"
"8.0","0.0","3089","1.0","-100.0","18.237","19.01","6.436","-0.457","13.609","11.784","20.512","11.551","18.901","12.255","-100.0","11.229","11.94","-100.0"
"8.0","0.0","3090","1.0","20.805","18.415","18.99","6.436","-0.757","15.689","11.735","20.418","10.879","18.988","12.767","-100.0","11.29","11.494","-100.0"
"8.0","0.0","3091","1.0","20.73","18.387","18.99","6.423","-0.396","16.041","11.812","20.366","11.776","18.901","13.067","-100.0","11.386","11.32","-100.0"
"8.0","0.0","3092","1.0","21.03","18.354","18.873","6.511","-0.785","14.459","11.794","20.333","11.195","18.986","13.661","-100.0","11.47","11.119","-100.0"
"8.0","0.0","3093","1.0","20.88","18.384","18.795","6.473","-0.668","15.631","11.845","20.42","11.551","18.942","12.133","-100.0","11.381","11.51","-100.0"
"8.0","0.0","3094","1.0","21.039","18.497","18.951","6.508","-0.532","15.162","11.789","20.537","-100.0","18.958","13.23","-100.0","11.414","11.305","-100.0"
"8.0","0.0","3095","1.0","21.204","18.38","18.873","6.589","-0.787","15.426","11.7","20.39","12.611","18.899","13.661","-100.0","11.285","10.787","-100.0"
"8.0","0.0","3096","1.0","21.354","18.382","18.912","6.517","-0.537","16.275","11.646","20.39","11.073","18.932","13.417","-100.0","11.269","10.709","-100.0"
"8.0","0.0","3097","1.0","20.73","18.323","18.775","6.514","-0.562","14.869","11.794","20.422","11.317","19.044","12.48","-100.0","11.287","11.163","-100.0"
"8.0","0.0","3098","1.0","21.192","18.358","18.639","6.276","-0.698","15.484","11.88","20.601","11.43","18.904","10.492","-100.0","11.37","11.253","-100.0"
"8.0","0.0","3099","1.0","19.779","18.377","18.81","6.299","-0.729","16.012","11.822","20.57","11.073","18.986","12.279","-100.0","11.505","11.588","-100.0"
"0.0","4.8","3100","0.0","17.604","13.626","17.975","2.601","8.172","10.313","9.098","15.477","14.476","15.651","8.379","-100.0","4.344","5.582","-100.0"
"0.0","4.8","3101","0.0","17.992","13.551","18.326","2.533","8.09","10.489","8.894","15.526","14.154","15.383","8.036","-100.0","4.488","5.377","-100.0"
"0.0","4.8","3102","0.0","19.479","13.679","16.246","2.526","8.207","10.855","8.976","15.579","14.479","15.504","7.442","-100.0","4.558","5.494","-100.0"
"0.0","4.8","3103","0.0","18.067","13.732","18.834","2.564","8.214","10.577","9.169","15.498","13.38","15.417","6.817","-100.0","4.566","5.689","-100.0"
"0.0","4.8","3104","0.0","18.705","13.623","18.971","2.486","8.153","10.753","9.098","15.411","14.13","15.542","7.917","-100.0","4.216","5.982","-100.0"
"0.0","4.8","3105","0.0","18.229","13.669","15.367","2.533","8.186","10.694","9.257","15.465","13.38","21.51","6.967","-100.0","4.341","5.885","-100.0"
"0.0","4.8","3106","0.0","18.229","13.669","18.326","2.614","8.113","10.826","9.298","15.447","-100.0","15.764","7.905","-100.0","4.491","5.26","-100.0"
"0.0","4.8","3107","0.0","18.379","13.626","16.466","2.533","8.143","10.738","9.054","15.542","13.854","21.979","7.455","-100.0","4.533","4.947","-100.0"
"0.0","4.8","3108","0.0","17.754","13.507","19.483","2.564","8.141","10.68","9.066","15.447","14.13","21.629","7.129","-100.0","4.479","5.064","-100.0"
"0.0","4.8","3109","0.0","18.855","13.554","17.838","2.492","8.181","10.694","9.129","15.47","13.704","15.458","7.67","-100.0","4.423","5.318","-100.0"
"0.0","4.8","3110","0.0","18.379","13.626","18.898","2.489","8.207","10.694","9.219","15.47","13.692","21.601","7.558","-100.0","4.338","5.025","-100.0"
"0.0","4.8","3111","0.0","18.067","13.591","18.131","2.564","8.12","10.738","9.335","15.536","14.004","15.62","6.817","-100.0","4.547","5.436","-100.0"
"0.0","4.8","3112","0.0","18.705","13.676","15.338","2.567","8.207","10.563","9.257","15.47","13.542","15.692","6.967","-100.0","4.544","5.455","-100.0"
"0.0","4.8","3113","0.0","19.005","13.623","18.756","2.614","8.033","10.709","9.179","15.442","14.008","15.386","7.592","-100.0","4.501","5.279","-100.0"
"0.0","4.8","3114","0.0","18.079","13.482","16.744","2.676","8.118","10.431","8.904","15.383","13.773","15.545","7.914","-100.0","4.585","5.611","-100.0"
"0.0","4.8","3115","0.0","18.229","13.307","17.608","2.533","8.115","10.489","9.179","15.583","14.12","22.056","-100.0","-100.0","4.335","5.514","-100.0"
"0.0","4.8","3116","0.0","-100.0","13.591","17.11","2.533","8.148","10.563","9.335","15.496","-100.0","15.539","7.917","-100.0","4.411","4.947","-100.0"
"0.0","4.8","3117","0.0","18.067","13.785","-100.0","2.451","8.153","8.912","9.016","15.386","12.279","15.314","-100.0","-100.0","4.491","5.494","-100.0"
"0.0","4.8","3118","0.0","18.379","13.785","16.158","2.495","8.087","10.084","8.947","15.308","13.38","15.458","8.036","-100.0","4.376","5.514","-100.0"
"0.0","4.8","3119","0.0","17.442","13.366","17.74","2.639","8.226","10.797","9.013","15.526","13.842","14.876","7.792","-100.0","4.645","5.924","-100.0"
"0.0","4.8","3120","0.0","17.904","13.326","18.072","2.489","8.155","10.723","9.329","15.526","13.773","15.183","7.445","-100.0","4.479","5.963","-100.0"
"0.0","4.8","3121","0.0","18.067","13.466","15.065","2.564","8.115","10.811","9.179","15.524","14.12","15.223","7.442","-100.0","4.547","4.85","-100.0"
"0.0","4.8","3122","0.0","18.001","13.47","16.7","2.576","8.268","11.002","9.054","15.526","14.242","15.189","7.914","-100.0","4.521","5.416","-100.0"
"0.0","4.8","3123","0.0","18.079","13.513","15.894","2.454","8.22","10.885","8.979","15.416","14.167","15.223","8.229","-100.0","4.479","5.279","-100.0"
"0.0","4.8","3124","0.0","-100.0","13.507","15.587","2.648","8.229","11.119","9.016","15.386","14.711","-100.0","7.279","-100.0","4.568","5.216","-100.0"
"0.0","4.8","3125","0.0","18.229","13.391","14.752","2.451","8.031","10.973","8.979","15.501","14.167","15.176","7.279","-100.0","4.369","5.533","-100.0"
"0.0","4.8","3126","0.0","17.754","13.394","18.517","2.414","8.125","10.65","8.935","15.47","14.329","15.111","8.261","-100.0","4.556","5.772","-100.0"
"0.0","4.8","3127","0.0","18.379","13.466","18.092","2.451","8.118","10.782","9.298","15.501","14.329","15.142","7.129","-100.0","4.622","5.357","-100.0"
"0.0","4.8","3128","0.0","-100.0","13.357","17.242","2.57","8.235","10.797","9.016","15.536","14.317","15.148","7.292","-100.0","4.554","5.318","-100.0"
"0.0","4.8","3129","0.0","18.542","13.435","18.131","2.489","8.115","10.68","8.973","15.498","13.854","15.145","8.383","-100.0","4.301","5.396","-100.0"
"0.0","4.8","3130","0.0","18.379","13.394","18.756","2.608","8.113","10.826","8.969","15.442","14.642","15.108","8.067","-100.0","4.301","4.947","-100.0"
"0.0","4.8","3131","0.0","18.236","13.432","17.857","2.523","8.148","10.694","8.935","15.524","14.317","15.098","7.605","-100.0","4.645","5.67","-100.0"
"0.0","4.8","3132","0.0","18.226","13.476","19.22","2.454","8.12","10.68","8.935","15.493","-100.0","15.18","7.442","-100.0","4.529","5.494","-100.0"
"0.0","4.8","3133","0.0","17.917","13.423","17.316","2.526","8.174","10.899","9.179","15.526","13.854","15.073","6.829","-100.0","4.587","5.006","-100.0"
"0.0","4.8","3134","0.0","18.236","13.388","17.525","2.573","8.118","10.738","8.904","15.554","14.167","15.217","7.923","-100.0","4.528","5.436","-100.0"
"0.0","4.8","3135","0.0","18.067","13.429","16.881","2.645","8.115","10.914","8.944","15.444","14.792","15.195","8.217","-100.0","4.216","5.123","-100.0"
"0.0","4.8","3136","0.0","18.348","13.47","17.96","2.451","8.078","10.885","9.016","15.47","14.242","15.151","7.442","-100.0","4.379","5.162","-100.0"
"0.0","4.8","3137","0.0","18.229","13.482","17.682","2.651","8.143","10.68","9.019","15.444","14.167","15.111","8.067","-100.0","4.607","5.142","-100.0"
"0.0","4.8","3138","0.0","18.079","13.423","19.186","2.489","8.092","10.68","9.182","15.536","14.242","14.992","7.68","-100.0","4.379","5.475","-100.0"
"0.0","4.8","3139","0.0","19.005","13.404","15.67","2.489","8.209","10.855","8.979","15.531","14.701","21.456","8.495","-100.0","4.291","5.436","-100.0"
"0.0","4.8","3140","0.0","19.167","13.66","14.459","2.576","8.059","10.548","8.979","15.62","-100.0","18.117","7.755","-100.0","4.548","4.967","-100.0"
"0.0","4.8","3141","0.0","19.155","14.306","15.294","2.489","8.059","11.192","9.376","15.496","13.773","15.258","9.789","-100.0","4.861","6.358","-100.0"
"0.0","4.8","3142","0.0","16.967","13.588","16.06","2.407","8.146","9.166","9.566","15.493","11.817","14.217","7.442","-100.0","4.294","5.65","-100.0"
"0.0","4.8","3143","0.0","19.942","13.479","15.318","2.482","8.296","11.192","9.091","15.508","12.245","15.47","7.292","-100.0","4.501","5.611","-100.0"
"0.0","4.8","3144","0.0","17.401","13.812","16.432","3.201","8.265","9.85","9.019","15.426","13.773","15.023","9.317","-100.0","4.169","5.787","-100.0"
"0.0","4.8","3145","0.0","17.442","13.61","15.645","3.461","8.293","9.517","8.951","15.24","12.754","17.228","5.287","-100.0","4.324","6.822","-100.0"
"0.0","4.8","3146","0.0","15.567","13.507","15.777","3.397","8.434","10.577","9.06","15.348","14.317","14.404","4.755","-100.0","4.479","5.802","-100.0"
"0.0","4.8","3147","0.0","15.879","13.348","15.968","3.229","8.408","10.094","9.107","15.266","14.004","14.52","6.508","-100.0","4.841","6.314","-100.0"
"0.0","4.8","3148","0.0","16.517","13.435","16.173","3.339","8.345","10.504","9.063","15.376","13.854","14.592","5.57","-100.0","4.591","5.567","-100.0"
"0.0","4.8","3149","0.0","16.042","13.619","16.1","3.306","8.379","10.138","9.063","15.266","13.773","14.254","5.448","-100.0","4.666","6.373","-100.0"
"0.0","4.8","3150","1.0","18.692","13.898","15.787","2.407","7.539","9.068","8.948","15.583","11.817","15.618","8.148","-100.0","4.166","6.861","-100.0"
"0.0","4.8","3151","1.0","18.817","13.91","15.611","2.397","7.412","9.918","8.894","15.852","11.505","15.229","7.292","-100.0","4.216","6.744","-100.0"
"0.0","4.8","3152","1.0","19.005","13.908","15.943","2.448","7.384","9.732","8.972","15.77","10.417","15.258","7.917","-100.0","4.378","7.193","-100.0"
"0.0","4.8","3153","1.0","-100.0","13.832","15.963","2.332","7.323","9.381","8.927","15.793","10.492","15.22","7.211","-100.0","4.404","6.939","-100.0"
"0.0","4.8","3154","1.0","19.286","13.821","16.705","2.376","7.356","9.615","8.925","15.674","11.655","15.229","7.68","-100.0","4.219","7.115","-100.0"
"0.0","4.8","3155","1.0","19.164","13.791","16.139","2.379","7.351","9.713","8.925","15.798","11.205","15.267","7.592","-100.0","4.26","7.096","-100.0"
"0.0","4.8","3156","1.0","18.93","13.88","16.041","2.379","7.323","9.322","8.951","15.7","10.417","15.295","8.036","-100.0","4.291","6.92","-100.0"
"0.0","4.8","3157","1.0","18.855","13.814","15.885","2.451","7.323","9.557","8.866","15.7","10.404","15.27","7.567","-100.0","4.219","6.9","-100.0"
"0.0","4.8","3158","1.0","19.164","13.791","15.826","2.407","7.426","9.342","8.866","15.672","10.879","15.195","7.455","-100.0","4.329","7.096","-100.0"
"0.0","4.8","3159","1.0","19.167","13.863","15.729","2.489","7.33","9.147","8.976","15.73","11.042","15.195","7.755","-100.0","4.493","6.744","-100.0"
"0.0","4.8","3160","1.0","-100.0","13.907","16.353","2.407","7.361","9.029","8.93","15.679","-100.0","15.304","7.68","-100.0","4.329","7.154","-100.0"
"0.0","4.8","3161","1.0","19.155","13.948","16.295","2.42","7.379","9.068","8.92","15.7","-100.0","15.148","8.229","-100.0","4.301","7.174","-100.0"
"0.0","4.8","3162","1.0","19.005","13.99","16.119","2.414","7.351","9.186","8.979","15.763","11.967","15.233","7.098","-100.0","4.432","6.9","-100.0"
"0.0","4.8","3163","1.0","-100.0","13.938","15.963","2.489","7.328","9.029","8.836","15.737","10.717","15.233","7.323","-100.0","4.324","6.666","-100.0"
"0.0","4.8","3164","1.0","18.695","13.88","16.314","2.37","7.318","9.322","8.838","15.768","11.192","15.386","8.392","-100.0","4.46","6.978","-100.0"
"0.0","4.8","3165","1.0","19.005","13.979","16.041","2.451","7.323","9.029","8.838","15.77","10.567","15.226","8.067","-100.0","4.39","6.842","-100.0"
"0.0","4.8","3166","1.0","19.286","13.782","16.041","2.489","7.389","9.322","8.923","15.643","11.776","15.267","7.445","-100.0","4.216","6.959","-100.0"
"0.0","4.8","3167","1.0","19.155","13.908","15.963","2.489","7.229","9.069","8.951","15.77","11.355","15.189","8.036","-100.0","4.472","7.018","-100.0"
"0.0","4.8","3168","1.0","19.164","13.913","15.826","2.301","7.262","9.029","8.979","15.709","11.042","15.342","8.067","-100.0","4.268","6.744","-100.0"
