"x","y","sample number","angle","30:23:03:87:17:98#WIFI-RTT","30:23:03:87:17:99#WIFI-RTT","30:23:03:87:17:9a#WIFI-RTT","58:cb:52:d7:b5:5d#WIFI-RTT","58:cb:52:d7:b5:31#WIFI-RTT","30:23:03:87:19:6e#WIFI-RTT","30:23:03:87:19:6d#WIFI-RTT","58:cb:52:d7:b4:d9#WIFI-RTT","30:23:03:87:19:6c#WIFI-RTT","58:cb:52:d7:bb:61#WIFI-RTT","30:23:03:87:17:80#WIFI-RTT","58:cb:52:d7:ad:ac#WIFI-RTT","30:23:03:87:17:81#WIFI-RTT","30:23:03:87:17:82#WIFI-RTT"
"9.6","2.0","870","1.0","-100.0","12.738","11.849","4.445","3.479","3.388","3.591","12.501","-100.0","14.579","17.295","-100.0","3.016","2.103","-100.0"
"9.6","2.0","871","1.0","29.36","12.816","11.713","4.423","3.483","3.49","3.682","12.539","22.419","14.577","17.763","-100.0","3.007","2.181","-100.0"
"9.6","2.0","872","1.0","29.135","12.666","11.908","4.423","3.517","3.314","3.544","12.417","21.169","14.436","17.529","-100.0","2.979","2.377","-100.0"
"9.6","2.0","873","1.0","-100.0","12.819","11.81","4.373","3.483","3.451","3.688","12.339","22.451","14.2","-100.0","-100.0","3.085","2.157","-100.0"
"9.6","2.0","874","1.0","29.126","12.913","11.849","4.329","3.479","3.236","3.679","12.183","23.632","14.111","17.304","-100.0","3.091","2.025","-100.0"
"9.6","2.0","875","1.0","28.779","12.738","11.478","4.408","3.442","3.119","3.682","12.426","21.945","14.284","17.763","-100.0","3.085","2.435","-100.0"
"9.6","2.0","876","1.0","28.901","12.654","11.42","4.458","3.439","3.388","3.723","12.426","22.719","14.286","-100.0","-100.0","3.126","2.338","-100.0"
"9.6","2.0","877","1.0","29.145","12.691","11.4","4.411","3.551","3.471","3.663","12.461","20.07","14.345","17.538","-100.0","3.088","2.396","-100.0"
"9.6","2.0","878","1.0","29.023","12.698","11.693","4.411","3.439","3.549","3.716","12.342","20.576","14.542","16.944","-100.0","3.091","2.416","-100.0"
"9.6","2.0","879","1.0","-100.0","12.773","11.244","4.339","3.551","3.393","3.544","12.426","-100.0","14.408","-100.0","-100.0","3.016","-100.0","-100.0"
"9.6","2.0","880","1.0","29.023","12.619","11.381","4.489","3.511","3.588","3.804","12.351","22.816","14.347","17.304","-100.0","3.016","2.103","-100.0"
"9.6","2.0","881","1.0","28.901","12.851","11.478","4.404","3.439","3.295","3.682","12.339","20.238","14.315","17.569","-100.0","3.091","2.357","-100.0"
"9.6","2.0","882","1.0","29.37","12.835","11.4","4.33","3.561","3.139","3.766","12.417","-100.0","14.251","17.295","-100.0","3.085","2.347","-100.0"
"9.6","2.0","883","1.0","29.257","12.772","11.42","4.404","3.551","3.476","3.619","12.457","22.807","14.633","17.651","-100.0","3.085","2.299","-100.0"
"9.6","2.0","884","1.0","30.532","12.741","11.478","4.37","3.47","3.392","3.669","12.501","21.945","14.521","17.651","-100.0","3.091","2.357","-100.0"
"9.6","2.0","885","1.0","29.257","12.654","11.615","4.339","3.479","3.475","3.432","12.42","-100.0","14.017","17.182","-100.0","3.01","2.299","-100.0"
"9.6","2.0","886","1.0","29.604","12.666","11.869","4.183","3.479","3.256","3.838","12.542","22.348","14.228","17.107","-100.0","3.048","2.279","-100.0"
"9.6","2.0","887","1.0","29.613","12.582","11.654","4.417","3.901","3.329","3.766","12.467","21.279","14.258","17.732","-100.0","2.941","2.221","-100.0"
"9.6","2.0","888","1.0","29.482","12.876","11.83","4.286","3.898","3.519","3.716","12.533","22.419","14.254","17.569","-100.0","3.044","2.572","-100.0"
"9.6","2.0","889","1.0","28.779","12.701","11.791","4.295","3.832","3.593","3.682","12.576","22.104","14.251","17.895","-100.0","3.044","2.24","-100.0"
"9.6","2.0","890","1.0","-100.0","12.894","11.947","4.295","3.829","3.241","3.666","12.42","22.807","14.462","18.045","-100.0","3.048","2.435","-100.0"
"9.6","2.0","891","1.0","28.669","12.585","11.986","4.336","3.754","3.451","3.635","12.339","21.957","14.162","17.763","-100.0","3.041","2.377","-100.0"
"9.6","2.0","892","1.0","-100.0","12.698","11.967","4.223","3.792","3.153","3.76","12.454","-100.0","14.233","-100.0","-100.0","3.054","2.279","-100.0"
"9.6","2.0","893","1.0","29.595","12.766","11.913","4.383","3.633","3.285","3.648","12.504","19.132","14.319","17.416","-100.0","2.969","2.142","-100.0"
"9.6","2.0","894","1.0","29.023","12.729","12.006","4.261","3.87","3.529","3.716","12.467","21.795","14.141","17.07","-100.0","2.973","2.494","-100.0"
"9.6","2.0","895","1.0","-100.0","12.857","11.986","4.345","3.901","3.373","3.635","12.423","-100.0","14.172","-100.0","-100.0","3.016","2.299","-100.0"
"9.6","2.0","896","1.0","29.145","12.838","11.825","4.411","3.832","3.08","3.666","12.573","23.357","14.514","17.295","-100.0","3.007","2.572","-100.0"
"9.6","2.0","897","1.0","29.257","12.663","11.83","4.714","3.404","3.197","3.913","12.536","22.216","14.366","17.419","-100.0","3.054","2.318","-100.0"
"9.6","2.0","898","1.0","29.37","12.926","12.03","4.492","3.551","3.373","3.666","12.614","-100.0","14.19","-100.0","-100.0","3.057","2.475","-100.0"
"9.6","2.0","899","1.0","-100.0","12.585","-100.0","4.686","3.439","3.461","3.804","12.464","22.407","14.493","17.66","-100.0","3.126","2.416","-100.0"
"6.0","4.8","900","0.0","28.545","13.016","13.217","5.661","2.417","2.533","3.007","12.342","-100.0","13.82","19.282","-100.0","4.845","4.154","-100.0"
"6.0","4.8","901","0.0","27.57","13.132","13.495","5.583","2.464","2.514","3.132","12.311","19.444","13.874","17.416","-100.0","4.86","4.252","-100.0"
"6.0","4.8","902","0.0","27.882","13.054","13.378","5.664","2.264","2.67","3.063","12.461","18.669","13.902","16.007","-100.0","4.809","4.096","-100.0"
"6.0","4.8","903","0.0","27.894","13.169","13.173","5.708","2.264","2.67","3.094","12.348","19.594","13.701","17.107","-100.0","4.888","4.232","-100.0"
"6.0","4.8","904","0.0","-100.0","13.166","13.334","5.664","2.501","2.416","3.088","12.373","-100.0","13.841","17.182","-100.0","4.788","4.115","-100.0"
"6.0","4.8","905","0.0","28.188","13.085","13.29","5.589","2.339","2.67","3.051","12.229","18.813","13.904","-100.0","-100.0","4.657","3.959","-100.0"
"6.0","4.8","906","0.0","27.882","13.126","13.261","5.548","2.301","2.631","3.207","12.301","18.819","13.879","17.732","-100.0","4.732","4.369","-100.0"
"6.0","4.8","907","0.0","28.344","13.054","13.305","5.658","2.464","2.494","3.238","12.339","19.282","13.851","16.948","-100.0","4.694","3.978","-100.0"
"6.0","4.8","908","0.0","-100.0","13.119","13.305","5.623","2.342","2.572","3.091","12.339","-100.0","13.904","-100.0","-100.0","4.636","4.115","-100.0"
"6.0","4.8","909","0.0","28.044","13.044","13.202","5.73","2.42","2.455","3.204","12.229","-100.0","13.792","17.295","-100.0","4.657","4.018","-100.0"
"6.0","4.8","910","0.0","28.085","13.123","13.261","5.667","2.539","2.611","3.019","12.373","19.282","13.904","-100.0","-100.0","4.87","3.881","-100.0"
"6.0","4.8","911","0.0","29.145","13.126","13.187","5.701","2.376","2.572","3.019","12.339","-100.0","13.82","17.407","-100.0","4.788","3.959","-100.0"
"6.0","4.8","912","0.0","28.194","12.979","13.348","5.779","2.42","2.513","3.094","12.301","19.607","13.825","17.538","-100.0","4.69","3.959","-100.0"
"6.0","4.8","913","0.0","26.632","12.979","13.363","5.67","2.383","2.357","3.019","12.342","18.669","13.792","18.007","-100.0","4.723","4.115","-100.0"
"6.0","4.8","914","0.0","-100.0","13.163","13.129","5.704","2.42","2.611","3.207","12.376","-100.0","13.792","-100.0","-100.0","4.83","3.9","-100.0"
"6.0","4.8","915","0.0","28.044","13.091","13.29","5.695","2.345","2.474","3.413","12.267","20.463","13.94","17.06","-100.0","4.744","3.939","-100.0"
"6.0","4.8","916","0.0","27.894","13.132","13.143","5.661","2.464","2.533","3.56","12.264","19.526","13.82","16.826","-100.0","4.835","3.9","-100.0"
"6.0","4.8","917","0.0","27.732","13.201","13.305","5.667","2.339","2.474","3.519","12.301","18.969","13.897","16.938","-100.0","4.851","3.705","-100.0"
"6.0","4.8","918","0.0","27.72","13.085","13.451","5.673","2.458","2.455","3.357","12.376","19.607","13.792","-100.0","-100.0","4.807","3.881","-100.0"
"6.0","4.8","919","0.0","28.357","13.135","13.261","5.736","2.414","2.475","3.335","12.339","19.444","13.825","17.182","-100.0","4.84","3.842","-100.0"
"6.0","4.8","920","0.0","27.732","13.194","13.129","5.661","2.376","2.475","3.319","12.304","19.444","13.876","17.269","-100.0","4.753","3.92","-100.0"
"6.0","4.8","921","0.0","-100.0","13.091","13.261","5.661","2.376","2.494","3.319","12.264","-100.0","13.902","-100.0","-100.0","4.866","4.193","-100.0"
"6.0","4.8","922","0.0","27.882","13.129","13.246","5.661","2.423","2.572","3.319","12.229","19.907","13.848","17.651","-100.0","4.848","3.939","-100.0"
"6.0","4.8","923","0.0","28.194","13.135","13.217","5.739","2.501","2.357","3.391","12.307","19.648","13.729","16.782","-100.0","4.891","4.018","-100.0"
"6.0","4.8","924","0.0","-100.0","13.135","-100.0","5.733","2.426","2.553","3.291","12.376","19.607","13.904","16.357","-100.0","4.723","3.978","-100.0"
"6.0","4.8","925","0.0","27.72","13.091","13.305","5.633","2.376","2.338","3.023","12.264","19.77","13.869","16.601","-100.0","4.894","3.92","-100.0"
"6.0","4.8","926","0.0","-100.0","13.038","13.363","5.667","2.414","2.533","3.101","12.304","19.882","13.902","16.644","-100.0","4.751","3.998","-100.0"
"6.0","4.8","927","0.0","28.044","13.038","13.29","5.623","2.461","2.475","3.094","12.451","19.607","13.853","16.948","-100.0","4.894","4.115","-100.0"
"6.0","4.8","928","0.0","28.044","13.119","13.231","5.623","2.501","2.494","3.054","12.261","18.819","13.904","-100.0","-100.0","4.891","3.978","-100.0"
"6.0","4.8","929","0.0","28.044","13.013","13.29","5.733","2.458","2.475","3.21","12.414","19.282","13.813","16.366","-100.0","4.781","3.842","-100.0"
"6.0","4.8","930","0.0","27.882","13.088","13.114","5.626","2.42","2.514","3.248","12.342","20.07","13.818","17.107","-100.0","4.769","4.271","-100.0"
"6.0","4.8","931","0.0","27.57","13.048","13.202","5.704","2.467","2.65","3.316","12.226","-100.0","13.904","18.813","-100.0","-100.0","4.213","-100.0"
"6.0","4.8","932","0.0","28.357","13.194","13.363","5.632","2.414","2.572","3.054","12.386","19.757","13.881","16.357","-100.0","4.861","4.096","-100.0"
"6.0","4.8","933","0.0","27.72","13.154","13.231","5.742","2.458","2.65","3.279","12.426","18.819","13.82","17.304","-100.0","4.804","4.193","-100.0"
"6.0","4.8","934","0.0","-100.0","13.135","13.231","5.545","2.426","2.631","3.279","12.229","-100.0","13.904","-100.0","-100.0","4.932","3.998","-100.0"
"6.0","4.8","935","0.0","28.188","13.21","13.231","5.626","2.379","2.592","3.254","12.345","18.982","13.998","16.245","-100.0","4.776","4.096","-100.0"
"6.0","4.8","936","0.0","27.882","13.116","13.29","5.623","2.376","2.416","3.207","12.304","19.132","13.792","17.416","-100.0","4.851","4.232","-100.0"
"6.0","4.8","937","0.0","-100.0","13.251","13.202","5.592","2.379","2.689","3.248","12.226","18.969","13.733","17.182","-100.0","4.723","4.037","-100.0"
"6.0","4.8","938","0.0","28.044","13.048","13.348","5.589","2.539","2.338","3.207","12.304","19.144","13.818","-100.0","-100.0","4.929","4.096","-100.0"
"6.0","4.8","939","0.0","27.882","13.245","13.348","5.629","2.498","2.67","3.216","12.414","19.444","13.9","17.295","-100.0","4.694","3.881","-100.0"
"6.0","4.8","940","0.0","28.507","13.129","13.334","5.592","2.501","2.553","3.232","12.308","19.92","13.876","16.948","-100.0","4.751","4.056","-100.0"
"6.0","4.8","941","0.0","28.194","13.16","13.422","5.704","2.464","2.475","3.248","12.348","18.669","13.869","-100.0","-100.0","4.776","3.998","-100.0"
"6.0","4.8","942","0.0","28.344","13.245","13.319","5.667","2.42","2.611","3.154","12.223","19.057","13.933","17.06","-100.0","4.779","3.9","-100.0"
"6.0","4.8","943","0.0","28.194","13.157","13.173","5.701","2.414","2.533","3.229","12.314","19.179","13.82","17.07","-100.0","4.812","4.193","-100.0"
"6.0","4.8","944","0.0","27.582","13.091","13.187","5.661","2.458","2.553","2.982","12.301","-100.0","13.937","-100.0","-100.0","4.751","4.076","-100.0"
"6.0","4.8","945","0.0","27.42","13.126","13.099","5.704","2.458","2.553","3.023","12.307","19.92","13.822","17.419","-100.0","4.807","3.959","-100.0"
"6.0","4.8","946","0.0","27.732","13.166","13.129","5.667","2.339","2.553","3.27","12.267","19.444","13.792","17.304","-100.0","4.781","4.252","-100.0"
"6.0","4.8","947","0.0","-100.0","-100.0","13.143","5.667","2.376","2.494","3.091","12.342","-100.0","13.761","17.182","-100.0","4.837","-100.0","-100.0"
"6.0","4.8","948","0.0","27.732","13.204","13.099","5.658","2.501","2.436","3.235","12.451","19.757","13.904","16.479","-100.0","4.776","4.252","-100.0"
"6.0","4.8","949","0.0","27.732","13.129","13.261","5.829","2.386","2.475","2.982","12.345","-100.0","13.883","17.651","-100.0","4.753","4.115","-100.0"
"6.0","4.8","950","1.0","27.732","13.711","11.928","6.37","2.504","2.611","3.679","12.392","19.291","13.511","21.401","-100.0","5.301","4.428","-100.0"
"6.0","4.8","951","1.0","27.026","13.481","12.352","6.011","2.501","2.767","3.679","12.504","19.757","13.514","21.632","-100.0","5.748","4.662","-100.0"
"6.0","4.8","952","1.0","27.27","13.753","12.352","6.292","2.426","2.806","3.604","12.664","-100.0","13.517","22.104","-100.0","5.798","4.545","-100.0"
"6.0","4.8","953","1.0","-100.0","13.53","12.411","5.661","2.539","2.846","-100.0","12.458","-100.0","13.558","-100.0","-100.0","5.388","4.706","-100.0"
"6.0","4.8","954","1.0","27.963","-100.0","12.323","5.545","2.505","2.826","3.679","12.426","18.669","13.558","22.269","-100.0","5.048","4.647","-100.0"
"6.0","4.8","955","1.0","27.373","13.57","12.367","5.548","2.426","3.041","3.723","12.539","19.404","13.589","21.401","-100.0","5.013","4.457","-100.0"
"6.0","4.8","956","1.0","27.851","13.655","12.601","5.551","2.573","2.943","3.644","12.536","18.819","13.436","21.632","-100.0","5.016","4.677","-100.0"
"6.0","4.8","957","1.0","28.657","13.535","12.382","5.514","2.426","3.021","3.723","12.464","-100.0","13.511","-100.0","-100.0","5.133","4.618","-100.0"
"6.0","4.8","958","1.0","-100.0","13.657","12.484","5.614","2.458","2.885","3.663","12.426","-100.0","13.517","21.645","-100.0","5.135","4.398","-100.0"
"6.0","4.8","959","1.0","27.607","13.657","12.279","5.511","2.464","2.982","3.716","12.539","18.819","13.551","21.166","-100.0","5.039","4.428","-100.0"
"6.0","4.8","960","1.0","27.382","13.544","12.426","5.542","2.454","2.826","3.635","12.426","-100.0","13.476","21.757","-100.0","4.903","4.413","-100.0"
"6.0","4.8","961","1.0","27.373","13.387","12.455","5.587","2.501","-100.0","3.632","12.426","-100.0","13.589","-100.0","-100.0","4.985","4.486","-100.0"
"6.0","4.8","962","1.0","27.851","13.27","12.572","5.586","2.426","2.982","3.682","12.576","19.144","13.514","20.694","-100.0","4.955","4.384","-100.0"
"6.0","4.8","963","1.0","27.407","13.655","12.396","6.004","2.504","2.787","3.635","12.576","19.132","13.473","21.635","-100.0","5.1","4.53","-100.0"
"6.0","4.8","964","1.0","27.026","13.741","12.455","6.198","2.539","2.963","3.554","12.501","18.669","13.676","-100.0","-100.0","4.957","4.428","-100.0"
"6.0","4.8","965","1.0","27.27","13.535","12.382","6.315","2.426","2.904","3.632","12.651","20.22","13.52","21.757","-100.0","5.046","4.486","-100.0"
"6.0","4.8","966","1.0","26.445","13.598","12.44","6.176","2.464","2.728","3.563","12.536","-100.0","13.639","21.982","-100.0","5.074","4.467","-100.0"
"6.0","4.8","967","1.0","26.913","13.364","12.499","6.014","2.539","2.924","3.604","12.576","17.651","13.514","22.407","-100.0","5.039","4.384","-100.0"
"6.0","4.8","968","1.0","-100.0","13.479","12.47","6.214","2.495","2.943","3.641","12.495","18.507","13.554","22.569","-100.0","5.07","4.501","-100.0"
"6.0","4.8","969","1.0","27.42","13.685","12.499","6.283","2.501","2.689","3.585","12.501","18.669","13.601","21.482","-100.0","4.955","4.545","-100.0"
"6.0","4.8","970","1.0","27.026","13.746","12.367","6.361","2.458","2.806","3.641","12.426","17.426","13.542","21.626","-100.0","4.978","4.398","-100.0"
"6.0","4.8","971","1.0","-100.0","13.776","12.294","6.286","2.614","2.885","3.679","12.464","-100.0","13.589","-100.0","-100.0","-100.0","4.208","-100.0"
"6.0","4.8","972","1.0","27.138","13.711","12.44","6.361","2.495","2.631","3.791","12.504","-100.0","13.636","21.991","-100.0","5.074","4.369","-100.0"
"6.0","4.8","973","1.0","27.138","13.713","12.294","6.292","2.426","2.943","3.635","12.464","18.12","13.517","22.216","-100.0","5.008","4.56","-100.0"
"6.0","4.8","974","1.0","26.913","13.774","12.323","6.204","2.426","2.787","3.632","12.339","-100.0","13.548","-100.0","-100.0","5.292","4.369","-100.0"
"6.0","4.8","975","1.0","-100.0","13.664","12.455","6.276","2.464","2.885","3.641","12.426","18.357","13.633","21.645","-100.0","5.156","4.589","-100.0"
"6.0","4.8","976","1.0","27.851","13.798","12.396","6.214","2.536","2.806","3.594","12.539","-100.0","13.595","22.338","-100.0","5.105","4.545","-100.0"
"6.0","4.8","977","1.0","26.904","13.687","12.396","6.329","2.417","2.787","3.632","12.614","18.363","13.439","21.991","-100.0","5.123","4.589","-100.0"
"6.0","4.8","978","1.0","-100.0","13.692","12.279","6.208","2.454","2.748","-100.0","12.498","-100.0","13.592","-100.0","-100.0","4.894","4.471","-100.0"
"6.0","4.8","979","1.0","27.582","13.652","12.499","6.364","2.501","2.865","3.632","12.426","18.007","13.551","22.216","-100.0","4.933","4.237","-100.0"
"6.0","4.8","980","1.0","27.26","13.57","12.396","6.407","2.464","2.748","3.641","12.495","18.519","13.601","22.257","-100.0","4.901","4.618","-100.0"
"6.0","4.8","981","1.0","-100.0","13.467","12.689","6.283","2.614","2.806","3.591","12.458","-100.0","13.554","-100.0","-100.0","4.926","4.428","-100.0"
"6.0","4.8","982","1.0","28.044","13.385","12.631","6.367","2.539","2.806","3.641","12.495","19.057","13.48","21.782","-100.0","5.062","4.384","-100.0"
"6.0","4.8","983","1.0","27.382","13.57","12.455","6.313","2.504","2.767","3.598","12.539","18.819","13.639","21.513","-100.0","4.966","4.559","-100.0"
"6.0","4.8","984","1.0","28.432","13.493","12.382","6.346","2.576","2.748","3.716","12.576","17.763","13.514","-100.0","-100.0","5.093","4.472","-100.0"
"6.0","4.8","985","1.0","27.138","13.383","12.411","6.32","2.573","2.65","3.594","12.576","17.763","13.636","21.523","-100.0","5.892","4.486","-100.0"
"6.0","4.8","986","1.0","27.148","13.273","12.44","6.465","2.573","2.806","3.554","12.464","-100.0","13.551","21.991","-100.0","5.892","4.501","-100.0"
"6.0","4.8","987","1.0","27.26","13.512","12.558","6.442","2.614","2.728","-100.0","12.501","-100.0","13.514","-100.0","-100.0","5.894","4.545","-100.0"
"6.0","4.8","988","1.0","27.373","13.357","12.601","6.405","2.583","2.846","3.637","12.573","18.519","13.639","21.87","-100.0","5.838","4.413","-100.0"
"6.0","4.8","989","1.0","26.791","13.366","12.66","6.379","2.495","2.982","3.679","12.654","17.885","13.673","21.957","-100.0","5.784","4.633","-100.0"
"6.0","4.8","990","1.0","27.495","13.542","12.396","6.318","2.501","2.826","3.716","12.623","18.12","13.639","21.632","-100.0","5.663","4.564","-100.0"
"6.0","4.8","991","1.0","-100.0","13.333","12.499","6.346","2.467","2.728","3.632","12.417","-100.0","13.551","22.419","-100.0","5.826","4.369","-100.0"
"6.0","4.8","992","1.0","26.791","13.568","12.44","6.348","2.426","2.728","3.644","12.573","19.282","13.476","21.645","-100.0","5.748","4.53","-100.0"
"6.0","4.8","993","1.0","26.913","13.326","12.367","6.173","2.583","2.982","3.632","12.464","-100.0","13.639","22.107","-100.0","5.429","4.545","-100.0"
"6.0","4.8","994","1.0","-100.0","13.601","12.367","6.295","2.536","2.826","3.604","12.504","-100.0","13.67","-100.0","-100.0","5.479","4.471","-100.0"
"6.0","4.8","995","1.0","27.382","13.502","12.367","6.211","2.501","2.728","3.754","12.614","19.132","13.589","21.635","-100.0","5.36","4.589","-100.0"
"6.0","4.8","996","1.0","27.026","13.516","12.514","6.211","2.504","2.767","3.673","12.698","-100.0","13.589","21.626","-100.0","5.529","4.428","-100.0"
"6.0","4.8","997","1.0","-100.0","13.392","12.557","6.208","2.576","2.787","3.754","12.576","-100.0","13.551","-100.0","-100.0","5.776","4.486","-100.0"
"6.0","4.8","998","1.0","27.26","13.476","12.411","6.292","2.498","2.748","3.723","12.583","-100.0","13.514","21.945","-100.0","5.516","4.442","-100.0"
"6.0","4.8","999","1.0","27.138","13.423","12.411","6.248","2.501","2.806","3.632","12.464","19.444","13.639","21.279","-100.0","5.476","4.589","-100.0"
"8.0","4.8","1000","0.0","30.394","12.826","11.224","7.815","2.698","2.221","3.201","14.193","18.669","15.861","22.095","-100.0","6.091","6.01","-100.0"
"8.0","4.8","1001","0.0","29.607","12.813","11.635","7.635","2.623","2.24","3.169","14.167","18.945","15.747","22.882","-100.0","6.026","6.088","-100.0"
"8.0","4.8","1002","0.0","-100.0","12.785","11.185","7.492","2.698","2.084","3.285","13.954","-100.0","15.81","-100.0","-100.0","6.163","5.951","-100.0"
"8.0","4.8","1003","0.0","29.607","12.776","11.088","7.298","2.779","2.182","3.407","14.2","18.045","15.817","21.795","-100.0","6.138","5.717","-100.0"
"8.0","4.8","1004","0.0","30.394","12.898","11.4","7.27","2.733","2.279","3.166","14.23","18.832","15.801","22.419","-100.0","5.948","6.107","-100.0"
"8.0","4.8","1005","0.0","29.919","12.932","11.342","7.179","2.698","2.045","3.251","14.08","18.207","15.859","22.095","-100.0","6.213","6.185","-100.0"
"8.0","4.8","1006","0.0","30.073","12.772","11.205","7.295","-100.0","2.201","3.248","14.031","-100.0","15.831","-100.0","-100.0","6.023","-100.0","-100.0"
"8.0","4.8","1007","0.0","29.919","12.86","11.01","7.342","2.664","2.338","3.366","14.204","18.195","15.756","22.732","-100.0","5.985","6.01","-100.0"
"8.0","4.8","1008","0.0","30.073","12.885","11.049","7.373","2.736","2.142","3.288","14.165","18.12","15.897","22.719","-100.0","6.054","5.931","-100.0"
"8.0","4.8","1009","0.0","30.307","12.826","11.4","7.38","2.77","2.182","3.207","14.174","18.507","15.779","22.216","-100.0","6.129","5.717","-100.0"
"8.0","4.8","1010","0.0","29.838","12.863","11.303","7.386","2.736","2.377","3.326","14.09","18.588","15.756","21.795","-100.0","6.057","5.971","-100.0"
"8.0","4.8","1011","0.0","-100.0","12.891","11.146","7.342","2.726","2.318","3.244","14.172","-100.0","15.754","22.107","-100.0","6.216","5.814","-100.0"
"8.0","4.8","1012","0.0","29.769","12.898","11.049","7.386","2.736","2.26","3.173","14.108","18.195","15.751","22.569","-100.0","6.326","5.971","-100.0"
"8.0","4.8","1013","0.0","29.838","12.772","11.263","7.261","2.726","2.142","3.241","14.08","17.882","15.716","22.419","-100.0","6.248","6.01","-100.0"
"8.0","4.8","1014","0.0","29.838","12.691","11.185","7.448","2.742","2.494","3.291","14.078","17.895","15.782","22.563","-100.0","6.098","5.931","-100.0"
"8.0","4.8","1015","0.0","30.532","12.704","11.205","7.498","2.767","2.318","3.241","14.108","18.12","15.568","-100.0","-100.0","6.029","6.049","-100.0"
"8.0","4.8","1016","0.0","29.595","12.813","11.185","7.264","2.698","2.26","3.204","14.134","18.045","15.716","22.419","-100.0","6.069","5.658","-100.0"
"8.0","4.8","1017","0.0","29.607","12.813","11.537","7.233","2.701","2.182","3.251","14.197","18.232","15.777","22.257","-100.0","6.251","5.853","-100.0"
"8.0","4.8","1018","0.0","30.429","12.823","11.146","7.342","2.695","2.338","3.254","14.108","18.045","15.777","22.929","-100.0","6.066","5.736","-100.0"
"8.0","4.8","1019","0.0","29.132","12.704","11.049","7.311","2.773","2.357","3.204","14.115","18.345","15.747","-100.0","-100.0","6.176","5.834","-100.0"
"8.0","4.8","1020","0.0","29.607","12.882","11.068","7.308","2.623","2.201","3.204","14.256","18.045","15.749","22.419","-100.0","6.216","5.814","-100.0"
"8.0","4.8","1021","0.0","30.082","12.816","11.088","7.301","2.73","2.221","3.244","14.024","18.12","15.723","22.582","-100.0","5.869","5.814","-100.0"
"8.0","4.8","1022","0.0","-100.0","12.694","11.068","7.345","2.664","2.181","3.326","14.167","17.885","15.653","-100.0","-100.0","6.088","5.834","-100.0"
"8.0","4.8","1023","0.0","30.069","12.86","11.127","7.229","2.695","2.201","3.21","14.134","18.045","15.625","22.582","-100.0","6.094","5.697","-100.0"
"8.0","4.8","1024","0.0","29.757","12.773","11.166","7.389","2.701","2.26","3.316","14.141","18.195","15.726","21.482","-100.0","6.019","5.599","-100.0"
"8.0","4.8","1025","0.0","29.445","12.854","11.244","7.389","2.729","2.182","3.248","14.106","-100.0","15.695","23.032","-100.0","6.21","5.736","-100.0"
"8.0","4.8","1026","0.0","29.607","12.819","11.068","7.23","2.576","2.24","3.21","14.115","18.195","15.749","22.569","-100.0","6.069","5.873","-100.0"
"8.0","4.8","1027","0.0","29.96","12.779","11.088","7.305","2.773","2.181","3.332","14.143","17.569","15.69","21.945","-100.0","6.213","5.678","-100.0"
"8.0","4.8","1028","0.0","29.757","12.854","10.873","7.261","2.892","2.299","3.21","14.139","18.345","15.697","22.807","-100.0","6.176","5.658","-100.0"
"8.0","4.8","1029","0.0","29.919","12.744","11.185","7.305","2.695","2.162","3.176","14.106","17.882","15.718","22.563","-100.0","6.026","5.717","-100.0"
"8.0","4.8","1030","0.0","30.232","12.704","11.381","7.336","2.664","2.279","3.323","14.115","19.057","15.688","21.945","-100.0","6.251","5.678","-100.0"
"8.0","4.8","1031","0.0","30.307","12.888","11.264","7.301","2.77","2.357","3.171","14.022","18.345","15.662","22.338","-100.0","6.029","5.697","-100.0"
"8.0","4.8","1032","0.0","-100.0","12.854","11.205","7.261","2.654","2.084","3.176","14.024","18.195","15.688","22.582","-100.0","6.091","6.01","-100.0"
"8.0","4.8","1033","0.0","29.907","12.865","11.674","7.336","2.736","2.064","3.354","13.965","18.519","15.695","22.582","-100.0","6.066","5.853","-100.0"
"8.0","4.8","1034","0.0","29.757","12.776","11.049","7.308","2.805","2.182","3.354","14.052","18.345","15.662","22.107","-100.0","6.138","5.814","-100.0"
"8.0","4.8","1035","0.0","29.919","12.779","11.049","7.311","2.733","2.182","3.319","14.104","18.12","15.662","-100.0","-100.0","6.141","5.931","-100.0"
"8.0","4.8","1036","0.0","29.607","12.738","11.303","7.339","2.736","2.221","3.21","14.139","-100.0","15.568","22.563","-100.0","6.163","5.58","-100.0"
"8.0","4.8","1037","0.0","29.919","12.782","11.146","7.27","2.808","2.24","3.357","14.078","18.669","15.576","22.569","-100.0","6.141","5.775","-100.0"
"8.0","4.8","1038","0.0","30.394","12.813","11.127","7.298","2.808","2.143","3.163","14.052","18.669","15.69","22.338","-100.0","6.091","5.58","-100.0"
"8.0","4.8","1039","0.0","29.726","12.666","11.557","7.258","2.77","2.26","3.357","14.022","18.363","15.634","22.257","-100.0","6.129","5.58","-100.0"
"8.0","4.8","1040","0.0","29.757","12.86","11.498","7.226","2.814","2.084","3.276","14.026","-100.0","15.594","22.569","-100.0","6.104","5.56","-100.0"
"8.0","4.8","1041","0.0","29.919","12.698","11.263","7.226","2.729","2.084","3.254","14.073","18.195","15.597","22.807","-100.0","6.091","5.58","-100.0"
"8.0","4.8","1042","0.0","29.919","12.816","11.049","7.261","2.623","2.26","3.244","14.108","-100.0","15.653","22.569","-100.0","6.054","5.619","-100.0"
