1,4.000000,3.123000,0.646000,-64,0.000000,7,8
1,4.000000,3.822000,0.428000,-67,0.000000,7,8
1,4.000000,3.039000,0.163000,-69,0.000000,7,8
1,4.000000,3.598000,0.614000,-65,0.000000,7,8
1,4.000000,2.976000,0.277000,-62,0.000000,7,8
1,4.000000,2.298000,0.393000,-63,0.000000,7,8
1,4.000000,3.414000,0.765000,-61,0.000000,7,8
1,4.000000,3.653000,0.571000,-62,0.000000,7,8
1,4.000000,2.692000,0.458000,-60,0.000000,7,8
1,4.000000,3.540000,0.550000,-60,0.000000,7,8
1,4.000000,3.906000,0.226000,-61,0.000000,7,8
1,4.000000,4.056000,0.177000,-60,0.000000,7,8
1,4.000000,3.786000,0.214000,-60,0.000000,7,8
1,4.000000,3.836000,0.233000,-61,0.000000,7,8
1,4.000000,3.639000,0.252000,-63,0.000000,7,8
1,4.000000,3.717000,0.223000,-63,0.000000,7,8
1,4.000000,3.595000,0.486000,-62,0.000000,7,8
1,4.000000,3.942000,0.120000,-61,0.000000,7,8
1,4.000000,3.754000,0.508000,-61,0.000000,7,8
1,4.000000,3.673000,0.538000,-61,0.000000,7,8
1,4.000000,3.545000,0.508000,-61,0.000000,7,8
1,4.000000,4.108000,0.102000,-61,0.000000,7,8
1,4.000000,3.805000,0.179000,-62,0.000000,7,8
1,4.000000,3.279000,0.430000,-62,0.000000,7,8
1,4.000000,2.339000,0.917000,-62,0.000000,7,8
1,4.000000,2.314000,0.911000,-61,0.000000,7,8
1,4.000000,3.633000,0.310000,-60,0.000000,7,8
1,4.000000,3.311000,0.463000,-61,0.000000,7,8
1,4.000000,2.926000,0.717000,-62,0.000000,7,8
1,4.000000,3.904000,0.205000,-61,0.000000,7,8
1,4.000000,3.348000,0.421000,-61,0.000000,7,8
1,4.000000,3.520000,0.300000,-61,0.000000,7,8
1,4.000000,3.701000,0.185000,-60,0.000000,7,8
1,4.000000,2.923000,0.356000,-61,0.000000,7,8
1,4.000000,2.661000,0.343000,-63,0.000000,7,8
1,4.000000,1.683000,0.658000,-66,0.000000,7,8
1,4.000000,1.864000,0.523000,-65,0.000000,7,8
1,4.000000,2.217000,0.783000,-63,0.000000,7,8
1,4.000000,3.418000,0.251000,-61,0.000000,7,8
1,4.000000,2.158000,0.420000,-65,0.000000,7,8
1,4.000000,2.651000,0.237000,-66,0.000000,7,8
1,4.000000,2.264000,0.772000,-61,0.000000,7,8
1,4.000000,3.167000,0.701000,-60,0.000000,7,8
1,4.000000,3.389000,0.254000,-59,0.000000,7,8
1,4.000000,2.736000,0.564000,-61,0.000000,7,8
1,4.000000,3.198000,0.202000,-62,0.000000,7,8
1,4.000000,2.811000,0.296000,-62,0.000000,7,8
1,4.000000,3.229000,0.205000,-59,0.000000,7,8
1,4.000000,2.736000,0.444000,-61,0.000000,7,8
1,4.000000,3.904000,0.136000,-60,0.000000,7,8
1,4.000000,3.793000,0.172000,-59,0.000000,7,8
1,4.000000,3.151000,0.423000,-60,0.000000,7,8
1,4.000000,3.661000,0.208000,-59,0.000000,7,8
1,4.000000,3.558000,0.254000,-59,0.000000,7,8
1,4.000000,3.486000,0.121000,-58,0.000000,7,8
1,4.000000,3.273000,0.161000,-60,0.000000,7,8
1,4.000000,3.674000,0.121000,-60,0.000000,7,8
1,4.000000,3.586000,0.158000,-57,0.000000,7,8
1,4.000000,3.636000,0.180000,-59,0.000000,7,8
1,4.000000,3.561000,0.255000,-59,0.000000,7,8
1,4.000000,3.636000,0.195000,-57,0.000000,7,8
1,4.000000,3.795000,0.150000,-58,0.000000,7,8
1,4.000000,3.667000,0.154000,-57,0.000000,7,8
1,4.000000,3.558000,0.143000,-59,0.000000,7,8
1,4.000000,3.464000,0.165000,-60,0.000000,7,8
1,4.000000,3.636000,0.143000,-58,0.000000,7,8
1,4.000000,3.633000,0.094000,-59,0.000000,7,8
1,4.000000,3.714000,0.140000,-59,0.000000,7,8
1,4.000000,3.708000,0.145000,-58,0.000000,7,8
1,4.000000,3.676000,0.084000,-57,0.000000,7,8
1,4.000000,3.520000,0.145000,-58,0.000000,7,8
1,4.000000,3.711000,0.202000,-59,0.000000,7,8
1,4.000000,3.737000,0.116000,-59,0.000000,7,8
1,4.000000,3.748000,0.192000,-57,0.000000,7,8
1,4.000000,3.595000,0.158000,-58,0.000000,7,8
1,4.000000,3.561000,0.217000,-59,0.000000,7,8
1,4.000000,3.592000,0.104000,-59,0.000000,7,8
1,4.000000,3.548000,0.191000,-59,0.000000,7,8
1,4.000000,3.620000,0.163000,-59,0.000000,7,8
1,4.000000,3.601000,0.151000,-58,0.000000,7,8
1,4.000000,3.523000,0.123000,-59,0.000000,7,8
1,4.000000,3.551000,0.209000,-59,0.000000,7,8
1,4.000000,3.783000,0.162000,-58,0.000000,7,8
1,4.000000,3.561000,0.130000,-58,0.000000,7,8
1,4.000000,3.436000,0.113000,-60,0.000000,7,8
