1.3592768416953678,1.3642755425633064,1.369274243431245
1.2774521025587546,1.2794322525508195,1.2814124025428844
1.2573319557801563,1.2587639512808075,1.2601959467814587
1.2492901932670313,1.2505530527028492,1.2518159121386672
1.243742726751204,1.2449219499739832,1.2461011731967624
1.2395934545478862,1.2407556937072892,1.2419179328666923
1.2366139196978239,1.2375335332170847,1.2384531467363455
1.2347630985174238,1.2357349378983087,1.2367067772791935
1.2332784346797363,1.234150549565657,1.2350226644515778
1.2316936157464002,1.232454831087942,1.2332160464294837
1.2307858958795612,1.231704234934301,1.2326225739890408
1.2306137994083497,1.2313662099690301,1.2321186205297106
1.2293175822139717,1.2300416057025978,1.230765629191224
1.2291091668223237,1.2298370705129409,1.230564974203558
1.2286814895453448,1.2293249007086238,1.2299683118719027
1.2284643557709278,1.2291414227552828,1.2298184897396378
1.2272059402969002,1.2278229835168744,1.2284400267368485
1.2272634663704538,1.2278518135033378,1.2284401606362219
1.2268663966947098,1.2274162394860115,1.2279660822773133
1.2260699143873541,1.2266660255568227,1.2272621367262913
1.226443969370966,1.2269488803525297,1.2274537913340935
1.2260603316576775,1.2266307314886682,1.227201131319659
1.2258416134167676,1.226375160835176,1.2269087082535846
1.225724789507034,1.2262192350113394,1.2267136805156449
1.2253876965721235,1.2258945964727832,1.2264014963734429
1.225415808882781,1.2258750716696043,1.2263343344564277
1.225200035797025,1.2257608382196152,1.2263216406422055
1.2248321888855118,1.2252806780457117,1.2257291672059116
1.2243328570745382,1.2248573172847883,1.2253817774950384
1.224635046217427,1.2251293887506751,1.2256237312839233
1.2245979937962845,1.2250457633912115,1.2254935329861385
1.2243590159957078,1.2248392088766238,1.2253194017575397
1.224053755629755,1.2245047664227784,1.2249557772158017
1.224064474641691,1.2245297021919772,1.2249949297422633
1.2240774577170497,1.224499770412385,1.2249220831077203
1.2242732970622923,1.2246421924000772,1.2250110877378622
1.224080674274598,1.2244749576384146,1.2248692410022313
1.2237009299746748,1.2241391746208539,1.224577419267033
1.2236876602033895,1.2240689476098425,1.2244502350162956
1.2236678171100281,1.2240618707169915,1.2244559243239548
1.2235092875517684,1.2239034690823056,1.224297650612843
1.223490252739944,1.2239049315468546,1.2243196103537652
1.223526626107094,1.2239226653385062,1.2243187045699184
1.2229913871961107,1.2233690119510283,1.223746636705946
1.2232212766224047,1.2236238461329598,1.224026415643515
1.2232368609560602,1.2236226212049517,1.2240083814538432
1.2230526942009172,1.223479073808567,1.2239054534162168
1.2231023100358769,1.2234770901390792,1.2238518702422816
1.2230365526630407,1.2234207155475803,1.2238048784321198
1.2232613129854422,1.2236844807273035,1.2241076484691649
